Date,Ticker,Ticker_name,Category,Close,daily_Return,day_pr_low,day_pr_high,day_rr_ratio,model_score,model_score_delta
2026-04-01,DBB,INVESCO DB MS BMTL,Commodities,23.5,0.0069,22.03,23.86,-4.083333333333337,59.0,0.0
2026-04-01,DBC,INVESCO DB CM IDX,Commodities,28.95,-0.0106,28.03,30.36,1.5326086956521772,-14.0,3.0
2026-04-01,GDX,VANECK:GOLD MINERS,Commodities,91.77,0.0697,76.94,91.55,,0.0,0.0
2026-04-01,GDXJ,VANECK:JR GOLD MINERS,Commodities,120.04,0.0853,98.33,118.31,,0.0,0.0
2026-04-01,GLD,SPDR GOLD,Commodities,430.29,0.0379,381.95,431.1,-59.679012345678885,0.0,0.0
2026-04-01,PPLT,ABRDN:PHYSICAL PLATINUM,Commodities,178.23,0.0349,157.52,176.37,,20.0,37.0
2026-04-01,SILJ,ETFMG PRIME JR SILVR MNR,Commodities,29.72,0.0882,24.3,29.57,,0.0,0.0
2026-04-01,SLV,ISHARES:SILVER TRUST,Commodities,68.14,0.0727,56.78,66.66,,0.0,0.0
2026-04-01,SOYB,TEUCRIUM:SOYBEAN,Commodities,24.4,0.0095,23.43,25.02,-1.5645161290322538,42.0,27.0
2026-04-01,TAGS,TEUCRIUM:AGRICULTURAL,Commodities,25.36,0.0096,24.81,25.9,-1.0185185185185215,-35.0,0.0
2026-04-01,UNG,UNITED STATES NAT GAS,Commodities,11.73,0.0043,11.3,12.38,1.511627906976746,4.0,0.0
2026-04-01,URA,GLBL X URANIUM ETF,Commodities,48.43,0.0693,43.64,48.44,-479.0000000000952,37.0,13.0
2026-04-01,USO,UNITED STATES OIL FUND,Commodities,127.25,-0.0199,117.9,136.57,-1.003218884120172,-17.0,0.0
2026-04-01,WEAT,TEUCRIUM:WHEAT,Commodities,23.57,0.0133,22.66,23.98,-2.219512195121951,-20.0,0.0
2026-04-01,CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,215.88,-0.0229,206.63,228.69,1.3848648648648652,5.0,31.0
2026-04-01,CMCSA,COMCAST ,Communication Services,28.71,-0.0066,27.08,29.64,-1.752688172043014,39.0,11.0
2026-04-01,DIS,THE WALT DISNEY COMPANY,Communication Services,96.38,0.0218,90.1,97.31,-6.752688172042962,-21.0,-33.0
2026-04-01,EA,ELECTRONIC ARTS INC.,Communication Services,203.87,0.0064,199.7,206.42,-1.635294117647076,-14.0,-9.0
2026-04-01,FOXA,FOX ,Communication Services,58.4,-0.0123,56.72,61.28,1.7142857142857162,-3.0,24.0
2026-04-01,GOOGL,ALPHABET INC.,Communication Services,287.56,0.0514,261.18,290.7,-8.401273885350353,15.0,28.0
2026-04-01,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,152.51,0.0257,140.83,154.62,-5.535545023696637,0.0,0.0
2026-04-01,META,"META PLATFORMS, INC.",Communication Services,572.13,0.0667,491.81,572.2,-1147.4285714277514,-0.0,28.0
2026-04-01,MTCH,"MATCH GROUP, INC.",Communication Services,30.71,0.0186,28.71,31.77,-1.886792452830191,26.0,-49.0
2026-04-01,NFLX,"NETFLIX, INC.",Communication Services,96.15,0.0342,89.18,97.91,-3.9602272727272925,-10.0,-1.0
2026-04-01,NWSA,NEWS CORP.,Communication Services,24.93,0.0061,23.58,25.78,-1.588235294117646,-7.0,-5.0
2026-04-01,OMC,OMNICOM GROUP INC.,Communication Services,75.31,-0.0001,70.6,77.02,-2.7543859649122955,24.0,0.0
2026-04-01,PSKY,PARAMOUNT SKYDANCE ,Communication Services,9.02,0.0112,8.02,9.31,-3.4482758620689546,33.0,0.0
2026-04-01,T,AT&T INC.,Communication Services,28.99,0.0073,27.99,30.23,1.240000000000002,-10.0,4.0
2026-04-01,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,201.65,0.0319,181.44,204.93,-6.161585365853659,0.0,0.0
2026-04-01,TMUS,"T-MOBILE US, INC.",Communication Services,210.03,-0.0183,203.37,218.92,1.3348348348348336,2.0,0.0
2026-04-01,TTD,"THE TRADE DESK, INC.",Communication Services,22.69,0.0309,19.52,22.84,-21.133333333333546,-32.0,31.0
2026-04-01,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,197.5,0.0229,181.09,199.23,-9.48554913294803,6.0,-6.0
2026-04-01,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,50.2,-0.002,48.72,52.12,1.2972972972972903,20.0,0.0
2026-04-01,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,27.46,0.0137,26.57,27.54,-11.125000000000245,47.0,24.0
2026-04-01,ABNB,"AIRBNB, INC.",Consumer Discretionary,126.28,0.0258,119.11,132.88,-1.0863636363636375,-5.0,-41.0
2026-04-01,AMZN,"AMAZON.COM, INC.",Consumer Discretionary,208.27,0.0364,195.57,212.68,-2.8798185941043144,-14.0,-5.0
2026-04-01,APTV,APTIV PLC,Consumer Discretionary,69.44,0.042,64.25,71.96,-2.059523809523812,26.0,-2.0
2026-04-01,AZO,"AUTOZONE, INC.",Consumer Discretionary,3377.78,0.0106,3188.36,3439.68,-3.060096930533137,15.0,-2.0
2026-04-01,BBY,"BEST BUY CO., INC.",Consumer Discretionary,64.2,0.0045,59.64,67.16,-1.5405405405405446,6.0,18.0
2026-04-01,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,4210.32,0.0225,3929.44,4288.56,-3.589979550102213,-32.0,-6.0
2026-04-01,CCL,CARNIVAL CORP,Consumer Discretionary,25.88,0.0801,23.25,26.27,-6.743589743589731,47.0,3.0
2026-04-01,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,32.01,0.0273,29.64,32.59,-4.086206896551682,-9.0,2.0
2026-04-01,CVNA,CARVANA CO.,Consumer Discretionary,314.38,0.0811,269.01,317.75,-13.46290801186942,5.0,2.0
2026-04-01,DASH,"DOORDASH, INC.",Consumer Discretionary,150.15,0.0145,137.57,152.93,-4.525179856115111,6.0,49.0
2026-04-01,DECK,DECKERS OUTDOOR ,Consumer Discretionary,100.09,0.0539,89.23,100.62,-20.490566037735803,-9.0,26.0
2026-04-01,DHI,"D.R. HORTON, INC.",Consumer Discretionary,137.22,0.0354,128.35,139.16,-4.572164948453616,85.0,23.0
2026-04-01,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,358.79,0.0166,333.34,361.41,-9.713740458015268,31.0,0.0
2026-04-01,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,196.04,0.0051,188.51,203.05,-1.074179743223963,64.0,0.0
2026-04-01,EBAY,EBAY INC.,Consumer Discretionary,91.02,0.0342,85.4,92.45,-3.9300699300699047,34.0,50.0
2026-04-01,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,230.89,0.0193,218.0,242.36,-1.1238012205754102,-5.0,-10.0
2026-04-01,F,FORD MOTOR COMPANY,Consumer Discretionary,11.54,0.0294,10.82,11.8,-2.7692307692307483,0.0,-24.0
2026-04-01,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,74.5,0.0239,71.31,77.46,-1.0777027027027042,53.0,29.0
2026-04-01,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,105.75,0.0134,97.47,109.65,-2.1230769230769204,74.0,28.0
2026-04-01,GRMN,GARMIN LTD,Consumer Discretionary,232.01,0.0266,220.64,242.76,-1.0576744186046516,-8.0,10.0
2026-04-01,HAS,"HASBRO, INC.",Consumer Discretionary,93.6,0.0471,86.79,94.59,-6.878787878787803,54.0,26.0
2026-04-01,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,328.89,0.0167,309.72,336.0,-2.6962025316455587,0.0,0.0
2026-04-01,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,304.08,0.0277,291.17,308.59,-2.8625277161862517,38.0,-47.0
2026-04-01,LEN,LENNAR ,Consumer Discretionary,86.84,0.0231,82.53,92.65,1.348027842227378,11.0,9.0
2026-04-01,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,236.28,0.0159,221.96,241.4,-2.796874999999996,90.0,90.0
2026-04-01,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,153.1,0.0499,137.77,158.2,-3.005882352941177,6.0,39.0
2026-04-01,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,53.88,0.0438,50.29,54.4,-6.903846153846213,8.0,-32.0
2026-04-01,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,327.07,0.0243,312.84,334.47,-1.9229729729729665,36.0,-20.0
2026-04-01,MCD,MCDONALD'S ,Consumer Discretionary,310.79,0.0073,296.77,315.01,-3.3222748815166203,23.0,-7.0
2026-04-01,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,37.01,0.039,35.33,38.34,-1.2631578947368367,-31.0,-30.0
2026-04-01,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,18.7,0.0595,17.37,19.93,-1.0813008130081283,17.0,-7.0
2026-04-01,NKE,"NIKE, INC.",Consumer Discretionary,52.82,0.0308,49.61,53.49,-4.791044776119392,1.0,-13.0
2026-04-01,NVR,"NVR, INC.",Consumer Discretionary,6589.83,0.0139,6240.14,6766.87,-1.975203343877088,20.0,-34.0
2026-04-01,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,92.31,0.0022,86.94,95.88,-1.5042016806722731,-21.0,-50.0
2026-04-01,PHM,"PULTEGROUP, INC.",Consumer Discretionary,117.61,0.0342,110.4,119.49,-3.8351063829787293,58.0,-4.0
2026-04-01,POOL,POOL ,Consumer Discretionary,202.33,0.0092,191.73,208.7,-1.6640502354788167,77.0,0.0
2026-04-01,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,275.18,0.0528,254.99,280.2,-4.021912350597623,43.0,-55.0
2026-04-01,RL,RALPH LAUREN ,Consumer Discretionary,343.99,0.0532,319.73,348.92,-4.920892494928998,18.0,-9.0
2026-04-01,ROST,"ROSS STORES, INC.",Consumer Discretionary,216.63,0.0376,207.29,219.67,-3.0723684210526407,-37.0,-40.0
2026-04-01,SBUX,STARBUCKS ,Consumer Discretionary,89.59,0.0331,82.06,91.76,-3.4700460829493065,62.0,26.0
2026-04-01,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,159.7,0.0251,152.86,162.22,-2.7142857142856935,12.0,-62.0
2026-04-01,TPR,"TAPESTRY, INC.",Consumer Discretionary,141.11,0.0306,132.75,147.53,-1.30218068535826,-18.0,-53.0
2026-04-01,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,45.3,-0.0024,43.23,46.68,-1.4999999999999973,0.0,0.0
2026-04-01,TSLA,"TESLA, INC.",Consumer Discretionary,371.75,0.0464,342.72,381.26,-3.0525762355415353,41.0,8.0
2026-04-01,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,522.71,0.0247,455.15,549.23,-2.5475113122171984,0.0,0.0
2026-04-01,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,182.33,0.031,171.35,186.86,-2.4238410596026525,25.0,-3.0
2026-04-01,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,101.55,0.0494,94.38,102.85,-5.515384615384629,26.0,-48.0
2026-04-01,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,155.48,0.0058,148.89,161.07,-1.178890876565295,60.0,14.0
2026-04-01,ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,72.69,0.0131,68.11,78.67,1.3056768558951979,17.0,-21.0
2026-04-01,BF.B,BROWN-FORMAN ,Consumer Staples,26.44,-0.0101,23.86,30.43,1.546511627906975,-12.0,10.0
2026-04-01,BG,BUNGE LIMITED,Consumer Staples,127.2,0.0073,121.87,136.03,1.656660412757974,33.0,8.0
2026-04-01,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,15.72,-0.0006,13.99,16.11,-4.43589743589745,0.0,0.0
2026-04-01,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,93.32,-0.0063,90.3,95.46,-1.4112149532710259,27.0,0.0
2026-04-01,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,85.23,-0.0058,80.61,87.29,-2.2427184466019416,24.0,0.0
2026-04-01,CLX,THE CLOROX COMPANY,Consumer Staples,103.63,0.0118,96.94,104.24,-10.967213114754104,64.0,53.0
2026-04-01,COST,COSTCO WHOLESALE ,Consumer Staples,996.43,-0.0002,963.24,1017.15,-1.6018339768339718,-5.0,0.0
2026-04-01,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,22.27,0.0041,19.52,22.86,-4.661016949152543,0.0,0.0
2026-04-01,DG,DOLLAR GENERAL ,Consumer Staples,118.73,0.0076,108.43,119.81,-9.537037037037049,0.0,0.0
2026-04-01,DLTR,"DOLLAR TREE, INC.",Consumer Staples,109.51,0.0357,101.17,110.79,-6.5156249999999964,18.0,-35.0
2026-04-01,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,71.77,0.0558,60.55,71.87,-112.19999999999042,0.0,0.0
2026-04-01,GIS,"GENERAL MILLS, INC.",Consumer Staples,37.22,0.003,33.8,37.36,-24.428571428571342,0.0,0.0
2026-04-01,HRL,HORMEL FOODS ,Consumer Staples,22.65,-0.0161,21.81,23.72,1.2738095238095244,46.0,3.0
2026-04-01,HSY,THE HERSHEY COMPANY,Consumer Staples,207.89,-0.0265,203.19,219.09,2.3829787234042645,23.0,3.0
2026-04-01,KDP,KEURIG DR PEPPER INC.,Consumer Staples,26.33,-0.0045,25.32,26.78,-2.244444444444426,30.0,0.0
2026-04-01,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,22.49,0.0067,20.59,22.93,-4.318181818181802,47.0,0.0
2026-04-01,KMB,KIMBERLY-CLARK ,Consumer Staples,96.47,0.0012,93.8,100.47,1.498127340823969,17.0,28.0
2026-04-01,KO,THE COCA-COLA COMPANY,Consumer Staples,76.05,-0.0029,73.5,77.67,-1.574074074074068,79.0,24.0
2026-04-01,KR,THE KROGER CO.,Consumer Staples,72.36,-0.0184,69.77,75.66,1.2741312741312714,-46.0,17.0
2026-04-01,KVUE,KENVUE INC.,Consumer Staples,17.24,0.0,16.83,17.81,1.3902439024390245,1.0,13.0
2026-04-01,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,42.26,0.032,37.22,44.24,-2.54545454545454,23.0,-24.0
2026-04-01,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,57.64,-0.0105,55.53,60.85,1.5213270142180102,45.0,33.0
2026-04-01,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,50.44,-0.0611,47.17,53.55,-1.0514469453376194,-0.0,-0.0
2026-04-01,MNST,MONSTER BEVERAGE ,Consumer Staples,72.46,0.016,69.12,73.61,-2.9043478260869326,2.0,-18.0
2026-04-01,MO,"ALTRIA GROUP, INC.",Consumer Staples,65.99,-0.0154,62.79,68.88,-1.1072664359861575,84.0,0.0
2026-04-01,PEP,"PEPSICO, INC.",Consumer Staples,155.29,-0.0098,146.66,160.4,-1.688845401174163,63.0,1.0
2026-04-01,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,144.44,-0.0019,137.15,146.69,-3.2399999999999967,0.0,0.0
2026-04-01,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,165.34,0.0031,156.59,169.61,-2.0491803278688474,0.0,0.0
2026-04-01,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,96.44,0.0133,90.17,96.36,,9.0,19.0
2026-04-01,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,150.0,-0.0066,147.65,155.97,2.540425531914899,-26.0,0.0
2026-04-01,SYY,SYSCO ,Consumer Staples,71.33,0.0293,66.35,82.77,2.2971887550200782,-29.0,9.0
2026-04-01,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,43.06,0.0033,40.07,44.28,-2.4508196721311513,40.0,0.0
2026-04-01,TGT,TARGET ,Consumer Staples,121.2,0.0204,113.82,125.09,-1.8971722365038584,-10.0,-7.0
2026-04-01,TSN,"TYSON FOODS, INC.",Consumer Staples,64.07,0.0049,60.73,66.57,-1.3359999999999985,-3.0,-7.0
2026-04-01,WMT,WALMART INC.,Consumer Staples,124.28,0.0063,118.5,128.47,-1.37947494033413,93.0,0.0
2026-04-01,FXA,INVESCO:AU DOLLAR,Currencies,68.37,0.0074,66.4,69.35,-2.010204081632673,28.0,-3.0
2026-04-01,FXB,INVESCO:GBP STERLING,Currencies,127.35,0.0037,125.01,129.9,1.0897435897435996,60.0,5.0
2026-04-01,FXC,INVESCO:CANADIAN DOLLAR,Currencies,70.24,0.0004,68.78,71.35,-1.3153153153153103,33.0,0.0
2026-04-01,FXE,INVESCO:EURO,Currencies,106.69,0.0085,104.6,107.72,-2.029126213592234,35.0,-29.0
2026-04-01,FXY,INVESCO:JAPANESE YEN,Currencies,57.88,0.0064,56.48,58.71,-1.6867469879518175,3.0,-44.0
2026-04-01,UUP,INVESCO DB USD IDX BL,Currencies,27.78,-0.0071,27.51,28.31,1.962962962962957,5.0,22.0
2026-04-01,APA,APA ,Energy,42.44,-0.0297,42.59,48.1,,-37.0,-15.0
2026-04-01,BKR,BAKER HUGHES COMPANY,Energy,61.05,0.0061,57.83,67.17,1.9006211180124244,59.0,-25.0
2026-04-01,COP,CONOCOPHILLIPS,Energy,132.0,-0.0067,129.9,140.81,4.195238095238108,-33.0,-11.0
2026-04-01,CTRA,COTERRA ENERGY INC.,Energy,35.14,-0.0214,34.91,38.26,13.565217391304103,-8.0,14.0
2026-04-01,CVX,CHEVRON ,Energy,206.9,-0.0181,202.7,221.5,3.4761904761904607,-32.0,-9.0
2026-04-01,DVN,DEVON ENERGY ,Energy,50.32,-0.0233,49.95,54.68,11.783783783783864,-20.0,2.0
2026-04-01,EOG,"EOG RESOURCES, INC.",Energy,144.57,-0.0355,143.41,157.91,11.500000000000037,-37.0,-15.0
2026-04-01,EQT,EQT ,Energy,63.64,-0.0124,62.54,70.06,5.836363636363631,34.0,-3.0
2026-04-01,EXE,EXPAND ENERGY ,Energy,109.78,-0.015,107.7,118.38,4.134615384615385,-5.0,5.0
2026-04-01,FANG,"DIAMONDBACK ENERGY, INC.",Energy,197.79,-0.0043,194.43,213.77,4.755952380952407,-56.0,-13.0
2026-04-01,HAL,HALLIBURTON COMPANY,Energy,38.99,-0.0069,38.06,43.44,4.784946236559136,-32.0,-4.0
2026-04-01,KMI,"KINDER MORGAN, INC.",Energy,33.53,-0.0036,32.67,35.18,1.9186046511627903,0.0,-34.0
2026-04-01,MPC,MARATHON PETROLEUM ,Energy,244.18,-0.004,241.01,263.41,6.06624605678231,-36.0,-24.0
2026-04-01,OKE,"ONEOK, INC.",Energy,90.39,-0.0276,88.72,99.79,5.628742514970058,-20.0,36.0
2026-04-01,OXY,OCCIDENTAL PETROLEUM ,Energy,65.0,-0.0187,63.91,69.96,4.55045871559631,-22.0,0.0
2026-04-01,PSX,PHILLIPS 66,Energy,182.18,-0.0142,180.23,196.53,7.358974358974292,-33.0,-16.0
2026-04-01,SLB,SCHLUMBERGER N.V.,Energy,51.39,-0.0027,49.63,57.57,3.5113636363636402,3.0,-15.0
2026-04-01,TPL,TEXAS PACIFIC LAND ,Energy,474.56,0.0154,450.25,542.88,2.810366104483751,52.0,44.0
2026-04-01,TRGP,TARGA RESOURCES CORP.,Energy,250.73,0.0106,243.05,260.16,1.2278645833333415,23.0,0.0
2026-04-01,VLO,VALERO ENERGY ,Energy,247.08,-0.0127,238.61,268.06,2.476977567886658,-10.0,0.0
2026-04-01,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,72.78,0.0043,71.4,75.72,2.130434782608701,30.0,-7.0
2026-04-01,XOM,EXXON MOBIL ,Energy,169.66,-0.0106,164.59,180.2,2.0788954635108494,-8.0,0.0
2026-04-01,ACGL,ARCH CAPITAL GROUP LTD.,Financials,95.99,0.0039,91.66,97.1,-3.9009009009009015,-4.0,0.0
2026-04-01,AFL,AFLAC INC.,Financials,109.71,0.0142,105.17,110.38,-6.776119402985046,43.0,-4.0
2026-04-01,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,75.25,0.0162,71.6,75.89,-5.7031250000000036,12.0,-8.0
2026-04-01,AIZ,"ASSURANT, INC.",Financials,217.81,0.0079,208.93,223.45,-1.574468085106386,9.0,-3.0
2026-04-01,AJG,ARTHUR J. GALLAGHER & CO.,Financials,216.58,0.0029,200.68,223.22,-2.394578313253018,-5.0,0.0
2026-04-01,ALL,THE ALLSTATE ,Financials,207.34,0.0003,199.25,211.61,-1.8946135831381696,4.0,0.0
2026-04-01,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,444.4,0.0136,424.7,461.34,-1.1629279811097988,40.0,28.0
2026-04-01,AON,AON PLC,Financials,322.78,-0.004,307.89,334.26,-1.2970383275261292,36.0,10.0
2026-04-01,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,111.42,0.0134,104.45,116.12,-1.4829787234042542,-43.0,-16.0
2026-04-01,ARES,ARES MANAGEMENT CORP,Financials,109.1,0.0134,99.54,114.34,-1.824427480916025,-5.0,-19.0
2026-04-01,AXP,AMERICAN EXPRESS COMPANY,Financials,302.48,0.0168,289.72,306.04,-3.5842696629213435,15.0,-11.0
2026-04-01,BAC,BANK OF AMERICA ,Financials,48.75,0.0322,46.33,49.39,-3.781249999999999,40.0,42.0
2026-04-01,BEN,"FRANKLIN RESOURCES, INC.",Financials,23.62,0.031,21.91,23.88,-6.576923076923131,36.0,2.0
2026-04-01,BK,THE BANK OF NEW YORK MELLON ,Financials,118.63,0.03,113.24,120.16,-3.5228758169934618,29.0,2.0
2026-04-01,BLK,"BLACKROCK, INC.",Financials,961.71,0.0296,913.44,990.6,-1.6708203530633439,21.0,-13.0
2026-04-01,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,479.2,0.0096,463.52,479.47,-58.074074074065784,-3.0,43.0
2026-04-01,BRO,"BROWN & BROWN, INC.",Financials,65.21,-0.0008,61.1,68.03,-1.4574468085106318,14.0,23.0
2026-04-01,BX,BLACKSTONE INC,Financials,114.99,0.0304,103.56,118.61,-3.1574585635359056,-21.0,0.0
2026-04-01,C,CITIGROUP INC.,Financials,113.41,0.0572,105.94,116.26,-2.621052631578939,5.0,-51.0
2026-04-01,CB,CHUBB LTD,Financials,325.93,0.0018,313.83,332.35,-1.8847352024922106,9.0,0.0
2026-04-01,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,281.07,-0.0044,267.8,287.04,-2.222780569514225,16.0,0.0
2026-04-01,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,59.97,0.0439,56.37,60.83,-4.186046511627912,48.0,18.0
2026-04-01,CINF,CINCINNATI FINANCIAL ,Financials,157.35,0.0059,148.0,162.02,-2.0021413276231184,0.0,0.0
2026-04-01,CME,CME GROUP INC.,Financials,295.35,-0.0075,283.58,303.96,-1.3670150987224272,30.0,7.0
2026-04-01,COF,CAPITAL ONE FINANCIAL ,Financials,182.43,0.0241,172.45,187.09,-2.141630901287559,40.0,44.0
2026-04-01,COIN,"COINBASE GLOBAL, INC.",Financials,174.61,0.086,149.3,178.2,-7.050139275766067,-69.0,-43.0
2026-04-01,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,290.99,0.0022,269.52,303.08,-1.7758478081058786,19.0,-30.0
2026-04-01,EG,"EVEREST GROUP, LTD.",Financials,326.85,0.0109,308.62,338.23,-1.6019332161687192,7.0,-11.0
2026-04-01,ERIE,ERIE INDEMNITY COMPANY,Financials,251.31,0.0134,229.78,257.48,-3.489465153970818,-23.0,-6.0
2026-04-01,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,216.99,0.0608,185.2,217.62,-50.46031746031786,7.0,-22.0
2026-04-01,FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,46.91,-0.0114,44.78,49.0,-1.0191387559808573,-38.0,0.0
2026-04-01,FISV,"FISERV, INC.",Financials,55.8,0.0233,51.45,56.75,-4.578947368421033,4.0,25.0
2026-04-01,FITB,FIFTH THIRD BANCORP,Financials,46.46,0.0398,42.96,47.32,-4.069767441860468,58.0,28.0
2026-04-01,GL,GLOBE LIFE INC.,Financials,139.17,0.0199,132.77,141.05,-3.4042553191488807,18.0,30.0
2026-04-01,GPN,GLOBAL PAYMENTS INC.,Financials,67.3,0.0151,62.93,70.91,-1.2105263157894732,-1.0,-46.0
2026-04-01,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,845.99,0.0475,786.33,855.53,-6.253668763102746,74.0,44.0
2026-04-01,HBAN,HUNTINGTON BANCSHARES INC.,Financials,15.65,0.0419,14.68,15.82,-5.705882352941183,77.0,29.0
2026-04-01,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,135.23,0.0059,128.72,137.54,-2.8181818181818117,52.0,38.0
2026-04-01,HOOD,"ROBINHOOD MARKETS, INC.",Financials,69.3,0.0635,61.82,70.46,-6.448275862068982,-16.0,27.0
2026-04-01,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,67.07,0.0531,62.2,68.39,-3.6893939393939115,2.0,-22.0
