Date,Ticker,Ticker_name,Category,Close,monthly_Return,month_pr_low,month_pr_high,month_rr_ratio,model_score,model_score_delta
2026-04-07,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,54.38,0.0093,42.19,67.35,1.0639868744872836,26.0,-35.0
2026-04-07,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,338.0,0.0334,269.71,411.08,1.0701420412944789,-5.0,-41.0
2026-04-07,MCD,MCDONALD'S ,Consumer Discretionary,309.76,-0.0033,273.94,371.32,1.718592964824121,64.0,41.0
2026-04-07,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,37.6,0.0159,28.58,43.4,-1.5551724137931047,-36.0,-26.0
2026-04-07,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,19.37,0.0358,14.06,26.02,1.252354048964218,-21.0,-38.0
2026-04-07,NKE,"NIKE, INC.",Consumer Discretionary,44.03,-0.1664,36.0,60.23,2.0174346201743454,2.0,1.0
2026-04-07,NVR,"NVR, INC.",Consumer Discretionary,6715.45,0.0191,5466.9,8278.58,1.2519562692723558,-20.0,-55.0
2026-04-07,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,92.13,-0.002,78.18,109.96,1.2781362007168469,-5.0,16.0
2026-04-07,PHM,"PULTEGROUP, INC.",Consumer Discretionary,119.83,0.0189,97.67,149.97,1.3601083032490977,-5.0,-63.0
2026-04-07,POOL,POOL ,Consumer Discretionary,204.69,0.0117,163.03,242.24,-1.1094540612516641,-20.0,-97.0
2026-04-07,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,275.7,0.0019,218.73,377.63,1.78918729155696,-14.0,-57.0
2026-04-07,RL,RALPH LAUREN ,Consumer Discretionary,358.59,0.0424,293.18,434.28,1.15716251337716,-39.0,-77.0
2026-04-07,ROST,"ROSS STORES, INC.",Consumer Discretionary,221.21,0.0211,184.45,258.38,1.0111534276387368,29.0,52.0
2026-04-07,SBUX,STARBUCKS ,Consumer Discretionary,94.78,0.0579,73.08,114.56,-1.0970677451971689,-2.0,-41.0
2026-04-07,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,161.82,0.0133,143.02,188.11,1.3984042553191514,30.0,18.0
2026-04-07,TPR,"TAPESTRY, INC.",Consumer Discretionary,143.7,0.0184,124.97,193.93,2.681793913507744,53.0,71.0
2026-04-07,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,45.39,0.002,38.59,55.71,1.51764705882353,0.0,0.0
2026-04-07,TSLA,"TESLA, INC.",Consumer Discretionary,352.82,-0.0509,293.94,523.89,2.9054008152173916,31.0,-10.0
2026-04-07,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,542.65,0.0381,432.86,742.23,1.817834046816651,33.0,33.0
2026-04-07,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,182.62,0.0016,149.0,227.5,1.334919690660321,-21.0,-46.0
2026-04-07,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,102.71,0.0114,81.28,124.36,1.0102659822678495,12.0,-14.0
2026-04-07,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,157.36,0.0121,130.6,190.45,1.236547085201792,-5.0,-65.0
2026-04-07,ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,73.38,0.0095,60.26,85.22,-1.1081081081081077,11.0,-6.0
2026-04-07,BF.B,BROWN-FORMAN ,Consumer Staples,26.73,0.011,19.95,31.46,-1.4334038054968288,29.0,6.0
2026-04-07,BG,BUNGE LIMITED,Consumer Staples,128.47,0.01,100.6,158.48,1.0767850735557942,5.0,-28.0
2026-04-07,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,15.78,0.0038,12.69,19.66,1.2556634304207124,65.0,65.0
2026-04-07,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,93.13,-0.002,78.01,117.37,1.6031746031746048,28.0,24.0
2026-04-07,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,84.53,-0.0082,72.55,108.17,1.9732888146911514,28.0,4.0
2026-04-07,CLX,THE CLOROX COMPANY,Consumer Staples,104.89,0.0122,83.89,134.73,1.4209523809523805,-18.0,-82.0
2026-04-07,COST,COSTCO WHOLESALE ,Consumer Staples,1018.55,0.0222,865.92,1175.65,1.0292865098604478,-31.0,-26.0
2026-04-07,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,22.02,-0.0112,17.69,27.21,1.1986143187066982,21.0,21.0
2026-04-07,DG,DOLLAR GENERAL ,Consumer Staples,125.01,0.0529,93.92,170.48,1.46252814409778,-8.0,-8.0
2026-04-07,DLTR,"DOLLAR TREE, INC.",Consumer Staples,111.09,0.0144,83.67,139.24,1.026622902990518,-23.0,-41.0
2026-04-07,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,70.91,-0.012,50.96,106.84,1.801002506265665,-8.0,-8.0
2026-04-07,GIS,"GENERAL MILLS, INC.",Consumer Staples,37.67,0.0121,30.32,46.57,1.2108843537414962,12.0,12.0
2026-04-07,HRL,HORMEL FOODS ,Consumer Staples,21.86,-0.0349,18.44,27.23,1.5701754385964923,28.0,1.0
2026-04-07,HSY,THE HERSHEY COMPANY,Consumer Staples,207.97,0.0004,176.09,260.01,1.6323713927227101,28.0,5.0
2026-04-07,KDP,KEURIG DR PEPPER INC.,Consumer Staples,25.7,-0.0239,21.92,31.9,1.6402116402116411,-21.0,-51.0
2026-04-07,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,23.57,0.048,18.3,26.62,-1.7278688524590158,-10.0,-75.0
2026-04-07,KMB,KIMBERLY-CLARK ,Consumer Staples,96.99,0.0054,81.5,117.28,1.3098773402194972,22.0,5.0
2026-04-07,KO,THE COCA-COLA COMPANY,Consumer Staples,77.22,0.0154,66.2,93.68,1.4936479128856637,53.0,-26.0
2026-04-07,KR,THE KROGER CO.,Consumer Staples,73.03,0.0093,62.72,84.75,1.1367604267701257,-15.0,31.0
2026-04-07,KVUE,KENVUE INC.,Consumer Staples,17.3,0.0035,14.11,21.34,1.266457680250783,4.0,3.0
2026-04-07,LW,"LAMB WESTON HOLDINGS, INC.",Consumer Staples,40.17,-0.0495,29.82,51.21,1.0666666666666664,38.0,15.0
2026-04-07,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,58.38,0.0128,47.59,67.88,-1.1357894736842113,23.0,-22.0
2026-04-07,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,50.8,0.0071,41.1,69.55,1.9329896907216504,-8.0,5.0
2026-04-07,MNST,MONSTER BEVERAGE ,Consumer Staples,74.16,0.0235,62.99,92.47,1.63921217547001,48.0,46.0
2026-04-07,MO,"ALTRIA GROUP, INC.",Consumer Staples,66.55,0.0085,57.19,81.01,1.5448717948717958,51.0,-33.0
2026-04-07,PEP,"PEPSICO, INC.",Consumer Staples,156.73,0.0093,129.94,192.44,1.3329600597237783,22.0,-41.0
2026-04-07,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,142.77,-0.0116,123.94,181.23,2.0424853956452447,30.0,30.0
2026-04-07,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,160.34,-0.0302,134.28,210.22,1.914044512663085,46.0,2.0
2026-04-07,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,95.22,-0.0127,82.56,120.26,1.9778830963665097,23.0,14.0
2026-04-07,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,155.25,0.035,122.09,175.19,-1.662988966900702,-64.0,-69.0
2026-04-07,SYY,SYSCO ,Consumer Staples,73.24,0.0268,61.13,95.04,1.800165152766311,39.0,68.0
2026-04-07,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,44.46,0.0325,35.51,53.48,1.0078212290502786,29.0,-29.0
2026-04-07,TGT,TARGET ,Consumer Staples,122.21,0.0083,97.0,138.83,-1.516847172081827,-48.0,-38.0
2026-04-07,TSN,"TYSON FOODS, INC.",Consumer Staples,64.5,0.0067,54.84,72.9,-1.1499999999999988,5.0,8.0
2026-04-07,WMT,WALMART INC.,Consumer Staples,126.79,0.0202,110.28,150.82,1.4554815263476668,29.0,-64.0
2026-04-07,FXA,INVESCO:AU DOLLAR,Currencies,68.53,0.0023,63.69,75.22,1.3822314049586761,16.0,6.0
2026-04-07,FXB,INVESCO:GBP STERLING,Currencies,127.17,-0.0014,120.39,136.68,1.4026548672566377,16.0,-34.0
2026-04-07,FXC,INVESCO:CANADIAN DOLLAR,Currencies,70.2,-0.0006,65.63,76.33,1.3413566739606095,32.0,21.0
2026-04-07,FXE,INVESCO:EURO,Currencies,106.56,-0.0012,99.85,115.73,1.366616989567808,74.0,39.0
2026-04-07,FXY,INVESCO:JAPANESE YEN,Currencies,57.53,-0.006,53.19,62.36,1.1129032258064504,35.0,32.0
2026-04-07,UUP,INVESCO DB USD IDX BL,Currencies,27.83,0.0018,25.7,29.65,-1.1703296703296695,-33.0,-38.0
2026-04-07,APA,APA ,Energy,43.02,0.0137,28.34,56.52,-1.0874074074074076,16.0,53.0
2026-04-07,BKR,BAKER HUGHES COMPANY,Energy,60.7,-0.0057,50.28,78.08,1.667946257197696,51.0,-8.0
2026-04-07,COP,CONOCOPHILLIPS,Energy,131.64,-0.0027,102.91,157.25,-1.1218274111675117,-14.0,19.0
2026-04-07,CTRA,COTERRA ENERGY INC.,Energy,34.67,-0.0134,27.25,43.35,1.1698113207547167,48.0,56.0
2026-04-07,CVX,CHEVRON ,Energy,198.86,-0.0389,168.06,246.09,1.5334415584415575,60.0,92.0
2026-04-07,DVN,DEVON ENERGY ,Energy,49.65,-0.0133,37.42,60.14,-1.1658722592945658,26.0,46.0
2026-04-07,EOG,"EOG RESOURCES, INC.",Energy,143.05,-0.0105,112.77,175.4,1.0683619550858645,31.0,68.0
2026-04-07,EQT,EQT ,Energy,60.4,-0.0509,53.17,78.53,2.5076071922544965,61.0,27.0
2026-04-07,EXE,EXPAND ENERGY ,Energy,103.55,-0.0568,90.59,130.23,2.0586419753086425,53.0,79.0
2026-04-07,FANG,"DIAMONDBACK ENERGY, INC.",Energy,194.27,-0.0178,153.19,230.38,-1.1376350041539747,29.0,85.0
2026-04-07,HAL,HALLIBURTON COMPANY,Energy,37.82,-0.03,29.9,47.2,1.1843434343434345,12.0,26.0
2026-04-07,KMI,"KINDER MORGAN, INC.",Energy,33.19,-0.0101,29.44,41.21,2.1386666666666696,52.0,52.0
2026-04-07,MPC,MARATHON PETROLEUM ,Energy,241.4,-0.0114,182.73,300.77,1.01193114027612,5.0,41.0
2026-04-07,OKE,"ONEOK, INC.",Energy,88.5,-0.0209,71.63,112.65,1.4315352697095436,16.0,74.0
2026-04-07,OXY,OCCIDENTAL PETROLEUM ,Energy,62.96,-0.0314,47.02,78.46,-1.028387096774194,31.0,53.0
2026-04-07,PSX,PHILLIPS 66,Energy,177.33,-0.0266,141.09,214.22,1.0179359823399552,13.0,46.0
2026-04-07,SLB,SCHLUMBERGER N.V.,Energy,49.78,-0.0313,39.28,61.96,1.16,1.0,-2.0
2026-04-07,TPL,TEXAS PACIFIC LAND ,Energy,448.86,-0.0542,381.53,680.07,3.433981880291102,15.0,-37.0
2026-04-07,TRGP,TARGA RESOURCES CORP.,Energy,245.65,-0.0203,210.35,313.04,1.9090651558073652,34.0,44.0
2026-04-07,VLO,VALERO ENERGY ,Energy,245.58,-0.0061,189.99,302.46,1.023205612520237,28.0,38.0
2026-04-07,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,72.59,-0.0026,63.35,92.91,2.199134199134198,41.0,11.0
2026-04-07,XOM,EXXON MOBIL ,Energy,163.37,-0.0371,135.26,204.75,1.4720739950195652,52.0,60.0
2026-04-07,ACGL,ARCH CAPITAL GROUP LTD.,Financials,96.79,0.0083,83.34,112.29,1.1524163568773231,-5.0,-1.0
2026-04-07,AFL,AFLAC INC.,Financials,110.26,0.005,95.41,132.21,1.4781144781144775,2.0,-41.0
2026-04-07,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,76.42,0.0155,64.55,90.42,1.17944397641112,12.0,-19.0
2026-04-07,AIZ,"ASSURANT, INC.",Financials,217.99,0.0008,188.24,258.98,1.3778151260504206,-21.0,-30.0
2026-04-07,AJG,ARTHUR J. GALLAGHER & CO.,Financials,219.27,0.0124,177.99,261.33,1.0188953488372086,-21.0,-16.0
2026-04-07,ALL,THE ALLSTATE ,Financials,208.36,0.0049,182.45,239.36,1.1964492473948272,-21.0,-25.0
2026-04-07,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,430.4,-0.0315,356.58,545.09,1.5536439989162838,-21.0,-61.0
2026-04-07,AON,AON PLC,Financials,326.17,0.0105,279.66,381.01,1.1791012685443987,12.0,-24.0
2026-04-07,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,106.11,-0.0477,84.1,134.08,1.2707860063607455,-5.0,38.0
2026-04-07,ARES,ARES MANAGEMENT CORP,Financials,102.83,-0.0575,77.07,138.82,1.3971273291925461,-21.0,-33.0
2026-04-07,AXP,AMERICAN EXPRESS COMPANY,Financials,305.73,0.0107,250.12,368.92,1.1363064197086852,-21.0,-55.0
2026-04-07,BAC,BANK OF AMERICA ,Financials,50.06,0.0269,40.49,59.1,-1.058628318584071,-27.0,-85.0
2026-04-07,BEN,"FRANKLIN RESOURCES, INC.",Financials,23.4,-0.0093,19.18,29.8,1.5165876777251195,54.0,18.0
2026-04-07,BK,THE BANK OF NEW YORK MELLON ,Financials,123.63,0.0421,106.15,145.33,1.241418764302061,-18.0,-85.0
2026-04-07,BLK,"BLACKROCK, INC.",Financials,959.41,-0.0024,796.26,1202.27,1.4885688017162124,-22.0,-43.0
2026-04-07,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,476.38,-0.0059,412.69,576.41,1.5705762286073164,-50.0,-47.0
2026-04-07,BRO,"BROWN & BROWN, INC.",Financials,66.52,0.0201,54.88,79.91,1.1503436426116846,-5.0,-19.0
2026-04-07,BX,BLACKSTONE INC,Financials,112.24,-0.0239,86.59,139.96,1.0807017543859658,-21.0,0.0
2026-04-07,C,CITIGROUP INC.,Financials,117.36,0.0348,93.76,141.09,1.0055084745762717,-14.0,-40.0
2026-04-07,CB,CHUBB LTD,Financials,326.9,0.003,291.48,383.63,1.601637492941843,34.0,25.0
2026-04-07,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,296.06,0.0533,252.1,350.79,1.2449954504094634,4.0,-12.0
2026-04-07,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,61.41,0.024,51.36,73.09,1.1621890547263691,-5.0,-53.0
2026-04-07,CINF,CINCINNATI FINANCIAL ,Financials,160.04,0.0171,142.08,188.02,1.5579064587973301,4.0,4.0
2026-04-07,CME,CME GROUP INC.,Financials,308.57,0.0448,266.95,369.8,1.471167707832773,10.0,-20.0
2026-04-07,COF,CAPITAL ONE FINANCIAL ,Financials,184.21,0.0098,151.57,229.79,1.3964460784313715,-21.0,-61.0
2026-04-07,COIN,"COINBASE GLOBAL, INC.",Financials,174.79,0.001,118.45,254.58,1.4162229321973738,-21.0,48.0
2026-04-07,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,298.23,0.0249,237.35,372.59,1.2214191852825218,11.0,-8.0
2026-04-07,EG,"EVEREST GROUP, LTD.",Financials,328.42,0.0048,284.2,364.84,-1.214168039538717,33.0,26.0
2026-04-07,ERIE,ERIE INDEMNITY COMPANY,Financials,254.33,0.012,202.2,299.74,-1.147985025324819,7.0,30.0
2026-04-07,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,230.94,0.0643,160.99,258.77,-2.5134746676248665,-2.0,-9.0
2026-04-07,FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,46.68,-0.0049,36.95,55.29,-1.130081300813008,-39.0,-1.0
2026-04-07,FISV,"FISERV, INC.",Financials,56.32,0.0093,37.62,74.96,-1.0032188841201721,-28.0,-32.0
2026-04-07,FITB,FIFTH THIRD BANCORP,Financials,47.56,0.0237,39.1,56.81,1.0933806146572103,-5.0,-63.0
2026-04-07,GL,GLOBE LIFE INC.,Financials,143.36,0.0301,124.28,170.02,1.3972746331236887,51.0,44.0
2026-04-07,GPN,GLOBAL PAYMENTS INC.,Financials,65.04,-0.0336,51.37,81.64,1.2143379663496696,12.0,13.0
2026-04-07,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,866.05,0.0237,704.24,1069.49,1.2572770533341582,-5.0,-79.0
2026-04-07,HBAN,HUNTINGTON BANCSHARES INC.,Financials,15.94,0.0185,13.18,19.17,1.1702898550724647,-21.0,-98.0
2026-04-07,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,136.42,0.0088,118.82,160.5,1.3681818181818193,21.0,-31.0
2026-04-07,HOOD,"ROBINHOOD MARKETS, INC.",Financials,69.78,0.0069,51.26,110.52,2.199784017278617,-11.0,5.0
